id,name,address,lat,lon,phones,categories,hours_text,site_url
129262771009,Президентская школа,"Согдийская область, Бустон, квартал Новый",40.227389,69.674561,,Общеобразовательная школа,,
154617583822,Исфанская средняя школа,"Баткенская область, Лейлекский район, город Раззаков",39.831759,69.530103,+996 222 96 85 20,Общеобразовательная школа,пн-пт 08:30–18:40,
51340531353,Среднее общеобразовательное учреждение № 40,"Согдийская область, Гафуровский район, село Хистеварз",40.204732,69.818597,,Общеобразовательная школа,,
161844770006,Средняя школа имени Токтогула Сатылганова,"Баткенская область, Лейлекский район, город Раззаков",39.838692,69.529241,,Общеобразовательная школа,,
69879027633,Среднее общеобразовательное учреждение № 38,"Согдийская область, Гафуровский район, село Хистеварз",40.206319,69.81132,,Общеобразовательная школа,,
9993056992,Школа № 53,"Согдийская область, Исфаринский район, джамоат Ворух, село Ворух, 54",39.853282,70.575753,,Общеобразовательная школа,,
97984396561,Среднее общеобразовательное учреждение № 4,"Согдийская область, Гафуровский район, село Хистеварз, улица Садриддина Айни, 30",40.200843,69.80644,,Общеобразовательная школа,,
40697233906,Гимназия № 1,"Согдийская область, Бустон",40.232574,69.700925,,Гимназия,,
222977494753,Средняя общеобразовательная школа № 1,"Ташкентская область, Бекабад",40.213229,69.228369,,Общеобразовательная школа,,
110432157871,Школа № 14,"А-376, 14",40.214501,69.516135,,Общеобразовательная школа,,
10698748545,Средняя общеобразовательная школа № 8,"Ташкентская область, Бекабад, 13-й микрорайон",40.228852,69.264313,,Общеобразовательная школа,,
100559380791,Среднее общеобразовательное учреждение № 7,"Согдийская область, Джаббар-Расуловский район, село Мехргон",40.11968,69.491586,,Общеобразовательная школа,,
65241850466,Среднее общеобразовательное учреждение № 6,"Согдийская область, Джаббар-Расуловский район, село Гулакандоз",40.149955,69.477328,,Общеобразовательная школа,,
163797786352,Школа № 8,"Согдийская область, Гафуровский район, село Овчикалача",40.12841,69.684283,,Общеобразовательная школа,,
186070506157,Среднее общеобразовательное учреждение № 10,"Согдийская область, Джаббар-Расуловский район, село Таджикабад",40.102935,69.521715,,Общеобразовательная школа,,
113765045552,Школа № 27,"Согдийская область, Исфаринский район, село Чорку",39.975775,70.572454,,Общеобразовательная школа,пн-сб 08:00–18:00,
140650193676,Среднее общеобразовательное учреждение № 20,"Согдийская область, Джаббар-Расуловский район, село Гулакандоз",40.166648,69.476387,,Общеобразовательная школа,,
85178944765,Среднее общеобразовательное учреждение № 33,"Согдийская область, Джаббар-Расуловский район, село Гулакандоз",40.156989,69.488826,,Общеобразовательная школа,,
5628744049,Среднее общеобразовательное учреждение № 58,"Согдийская область, Исфаринский район, село Чорку, улица Темурхона Калонова, 58",39.981899,70.564822,,Общеобразовательная школа,пн-сб 08:00–18:00,
78719303571,Школа № 1,"Согдийская область, Спитаменский район, посёлок городского типа Навкат",40.155476,69.379122,,Общеобразовательная школа,,
20900212340,Среднее общеобразовательное учреждение № 83,"Согдийская область, посёлок городского типа Гафуров, 7-й поселок",40.216548,69.747621,,Общеобразовательная школа,,
31965334711,Среднее общеобразовательное учреждение № 35,"Согдийская область, Гафуровский район, село Хистеварз, улица Ходи Кенчаева",40.192968,69.79305,,"Начальная школа, Общеобразовательная школа",,
228908454912,Среднее общеобразовательное учреждение № 25,"Согдийская область, Исфаринский район, село Чорку",39.971405,70.564534,,Общеобразовательная школа,,
24298211960,Среднее общеобразовательное учреждение № 55,"Согдийская область, Гафуровский район, село Зарзамин",40.235281,69.812575,,Общеобразовательная школа,,
240122636070,Школа № 3,"Согдийская область, Спитаменский район, посёлок городского типа Навкат",40.152197,69.376449,,Общеобразовательная школа,пн-сб 08:00–18:00,
45511870673,Кой-Таш,"Баткенская область, Лейлекский район, село Катран",39.858936,69.99729,+996 504 27 03 80,Общеобразовательная школа,пн-пт 08:30–18:15,
104208220648,Булак-башы орто мектеби,"Баткенская область, Лейлекский район, село Булак-Башы",40.002092,69.576397,,Общеобразовательная школа,,
185479453743,Лейлек,"Баткенская область, Лейлекский район, деревня Лейлек",39.875338,70.088319,+996 773 32 51 67,Общеобразовательная школа,пн-пт 08:30–18:20,
234512548800,Средняя Школа Им. Токтогула,"Баткенская область, Лейлекский район, город Раззаков",39.838735,69.529127,+996 366 35 10 65,Общеобразовательная школа,пн-пт 08:00–18:00,
173627789802,Кара-Булак,"Баткенская область, Лейлекский район, село Кара-Булак, Кара-Бий көчөсү, 1/1",39.84543,69.646925,+996 776 80 13 69,Общеобразовательная школа,"ежедневно, 09:00–14:00",
171141378101,Школа,"Баткенская область, село Рават",39.883529,70.172292,,Общеобразовательная школа,,
34718615874,Маданият,"Баткенская область, Лейлекский район, село Айбике",39.844062,69.762745,+996 778 81 61 41,Общеобразовательная школа,пн-пт 08:30–16:30,
13714908489,Среднее общеобразовательное учреждение № 71,"Согдийская область, Гафуровский район, село Овчикалача",40.122915,69.653538,,Общеобразовательная школа,,
137451929747,Гимназия № 2,"Согдийская область, Бустон, квартал Космонавтов",40.230572,69.686281,,Гимназия,,
17919147053,Среднее общеобразовательное учреждение № 60,"Согдийская область, Исфаринский район, джамоат Ворух, село Ворух",39.849317,70.585226,,Общеобразовательная школа,,
146002392249,Средняя Школа Им. Ю. А. Гагарина,"Баткенская область, Лейлекский район, город Раззаков",39.834522,69.522715,+996 773 06 32 96,Общеобразовательная школа,пн-пт 08:00–18:30,
39917880474,Школа № 34,"Согдийская область, Гафуровский район, село Хистеварз",40.196161,69.819649,,Общеобразовательная школа,,
210460139551,Среднее общеобразовательное учреждение № 14,"Согдийская область, Спитаменский район, джамоат Истиклол, село Саидкала",40.173212,69.379622,,Общеобразовательная школа,,
188123861825,Школа № 84,"Согдийская область, Гафуровский район, село Хистеварз",40.197356,69.844531,,Общеобразовательная школа,,
200759624281,Общеобразовательная школа,"Баткенский район, село Жаны-Бак",39.991787,70.499517,,Общеобразовательная школа,,
203884347986,Школа № 47,"Баткенская область, Лейлекский район, село Жаштык",40.164946,69.805488,,Общеобразовательная школа,,
135378269352,Школа,"Согдийская область, Бустон",40.232447,69.702994,,Общеобразовательная школа,,
62529841338,Среднее общеобразовательное учреждение № 27 имени А. Назарова,"Согдийская область, Спитаменский район, посёлок городского типа Навкат",40.143168,69.368961,,Общеобразовательная школа,,
79590675163,Школа для одарённых детей,"Согдийская область, Гафуровский район, село Хистеварз, улица Ходи Кенчаева, 87",40.194197,69.79469,,Общеобразовательная школа,,
139902385123,Средняя общеобразовательная школа № 13,"Ташкентская область, Бекабад, улица Усмана Насыра, 35",40.205805,69.270339,,Общеобразовательная школа,,
30490242790,Школа № 26,"Согдийская область, Исфаринский район, село Сароб",39.988178,70.583283,,Общеобразовательная школа,пн-сб 07:30–18:00,
101805778193,Среднее общеобразовательное учреждение № 17,"Согдийская область, Гафуровский район, село Овчикалача",40.129174,69.659949,,Общеобразовательная школа,,
240453151848,Среднее общеобразовательное учреждение № 33,"Согдийская область, Спитаменский район",40.086564,69.433626,,Общеобразовательная школа,,
185376619725,Среднее общеобразовательное учреждение № 2,"Согдийская область, Джаббар-Расуловский район, посёлок городского типа Мехробод, улица Ленина",40.16302,69.501412,,Общеобразовательная школа,,
162522809453,Среднее общеобразовательное учреждение № 17,"Согдийская область, Джаббар-Расуловский район, посёлок городского типа Мехробод",40.162416,69.51653,,Общеобразовательная школа,,
30412196760,Среднее общеобразовательное учреждение № 23,"Согдийская область, Исфаринский район, джамоат Ворух, село Ворух",39.856175,70.558002,,Общеобразовательная школа,,
114324502211,Среднее общеобразовательное учреждение № 15,"Согдийская область, Джаббар-Расуловский район, сельская община Дехмой, село Заркор",40.198614,69.483785,,Общеобразовательная школа,,
25569859235,Школа № 26,"Согдийская область, Джаббар-Расуловский район, село Сомониён",40.143747,69.562422,,Общеобразовательная школа,,
221677920260,Среднее общеобразовательное учреждение № 9,"Согдийская область, Джаббар-Расуловский район, село Навбунёд",40.146696,69.494008,,Общеобразовательная школа,"ежедневно, 07:00–17:00",
86647860810,Среднее общеобразовательное учреждение № 28,"Согдийская область, Спитаменский район, посёлок городского типа Навкат",40.164394,69.361922,,Общеобразовательная школа,,
139737696644,Школа № 7 имени Хамлета Турдиматова,"Согдийская область, Спитаменский район, джамоат Тагояк, село Тагояк",40.122325,69.326139,,Общеобразовательная школа,,
145555752178,Среднее общеобразовательное учреждение № 7,"Согдийская область, Гафуровский район, село Зарзамин",40.228665,69.807314,,Общеобразовательная школа,,
95630349972,Средняя общеобразовательная школа № 11,"Ташкентская область, Бекабад",40.215464,69.275406,,Общеобразовательная школа,,
84844292656,Среднее общеобразовательное учреждение № 4,"Согдийская область, Спитаменский район, посёлок городского типа Навкат, улица Орджоникидзе",40.156788,69.369291,,Общеобразовательная школа,пн-сб 08:00–17:00,
222556494045,Мтдмхб,"Согдийская область, Гафуровский район, село Хистеварз, улица Ходи Кенчаева, 87",40.194164,69.7946,+992 92 815 04 70,Частная школа,,
132476311012,Среднее общеобразовательное учреждение № 4,"Согдийская область, Джаббар-Расуловский район, посёлок городского типа Мехробод",40.168751,69.502657,,Общеобразовательная школа,,
164332702839,Гимназия № 1,"Согдийская область, Джаббар-Расуловский район, село Гулакандоз, улица Даврона Самадова, 88",40.161869,69.469892,,Гимназия,,
124750541527,Среднее общеобразовательное учреждение № 16,"Согдийская область, Спитаменский район, джамоат Тагояк, село Мехтар",40.059541,69.309455,,Общеобразовательная школа,,
135366909508,Среднее общеобразовательное учреждение № 5,"Согдийская область, Спитаменский район, джамоат Куруш, село Мехнатабад",40.165975,69.295403,,Общеобразовательная школа,,
179772281360,Средняя Школа Ак-Булак,"Баткенская область, Лейлекский район, город Раззаков, село Ак-Булак",39.804148,69.525285,+996 779 91 30 72,Общеобразовательная школа,пн-пт 08:30–18:30,
108361310967,Среднее общеобразовательное учреждение № 41,"Согдийская область, Гафуровский район, село имени И.В. Мичурина",40.169478,69.707408,,Общеобразовательная школа,,
85674572724,Ворисони илм,"Согдийская область, Бустон, улица Куруши Кабир, 26",40.230009,69.700535,+992 92 925 30 03,Частная школа,,
135162187826,Академия,"Согдийская область, Бустон, улица Курбона Раджабова",40.22625,69.706186,+992 92 776 68 92,Частная школа,,
61884211701,Amir Temur Secondary School,"Баткенская область, Лейлекский район, город Раззаков",39.8422,69.5188,,Общеобразовательная школа,,
163021503094,Ыссык-Көл,"Баткенская область, Лейлекский район, город Раззаков, улица Эгенбердиева",39.845864,69.544182,,Общеобразовательная школа,,
82468308221,Общеобразовательная школа № 22,"Согдийская область, Джаббар-Расуловский район, село Навбунёд, улица А. Самадова, 37",40.144897,69.504059,,Общеобразовательная школа,,
70178188347,Школа № 8,"Согдийская область, Джаббар-Расуловский район, село Кургонча",39.961397,69.486047,,Общеобразовательная школа,"ежедневно, круглосуточно",
163305537352,Школа № 50,село Достук,40.175631,69.875686,,Общеобразовательная школа,,
3785017984,Среднее общеобразовательное учреждение № 41,"Согдийская область, Исфаринский район, джамоат Хонобод, село Баланд",40.185782,70.586106,,Общеобразовательная школа,"пн,сб 08:00–14:00",
216627904982,Среднее общеобразовательное учреждение № 42,"Согдийская область, Гафуровский район, село Дашти Амин, улица Абдурахмона Алиева, 30",40.205484,69.680044,,Общеобразовательная школа,,
69661390939,Школа,"Согдийская область, посёлок городского типа Гафуров, 7-й поселок",40.216528,69.747759,,Общеобразовательная школа,пн-сб 08:00–18:00,
38773996478,СОУ № 31 Спитаменского района,"Согдийская область, Спитаменский район, джамоат Сарбанд, село Сариосиё",40.178153,69.335772,,Общеобразовательная школа,пн-сб 07:00–18:00,
225012583355,Среднее обҳеобразователӣное учреждение № 12,"Согдийская область, Спитаменский район, посёлок городского типа Навкат",40.143495,69.380643,,Общеобразовательная школа,,
28115833636,Школа № 62,"Баткенская область, село Тенге",39.877077,70.505483,,Общеобразовательная школа,,
123716532418,Максат орто мектеби,"Баткенская область, Лейлекский район, село Максат",40.128306,69.694921,,Общеобразовательная школа,,
184012946028,Средняя общеобразовательная школа № 16,"Ташкентская область, Бекабад, улица Янгихаёт, 1",40.226834,69.276194,,Общеобразовательная школа,,
64208584601,Среднее общеобразовательное учреждение № 70,"Баткенский район, село Чорку",39.961214,70.563587,,Общеобразовательная школа,,
47538442172,Школа,"Баткенская область, Лейлекский район, село Арка",40.196898,69.888999,,Общеобразовательная школа,,
38147958517,Школа,"Баткенская область, Лейлекский район, село Кок-Таш",39.741393,69.391225,,Общеобразовательная школа,,
80646149692,Средняя общеобразовательная школа № 15,"Ташкентская область, Бекабад, 12-й микрорайон, 20",40.228471,69.25543,+998 91 781 53 05,Школа-интернат,,
166710426889,Гимназия № 1,"Согдийская область, посёлок городского типа Гафуров, улица А. Нозирова, 44",40.227049,69.736855,,"Гимназия, Лицей",,
101168014320,Средняя общеобразовательная школа № 6,"Ташкентская область, Бекабад",40.211418,69.24321,,Общеобразовательная школа,,
195458861769,Лицей № 1,"Согдийская область, Бустон",40.224076,69.695531,,Лицей,пн-пт 08:00–17:00,
116528976809,СОУ № 10 Спитаменского района,"Согдийская область, Спитаменский район, джамоат Сарбанд, село Сариосиё",40.178699,69.325239,,Общеобразовательная школа,,
36517465997,Тайлан орто мектеби,"Баткенская область, Лейлекский район, город Раззаков",39.817999,69.530618,,Общеобразовательная школа,,
91321265483,Среднее общеобразовательное учреждение № 3,"Согдийская область, Джаббар-Расуловский район, посёлок городского типа Мехробод",40.175682,69.505238,,Общеобразовательная школа,,
40312246246,Среднее общеобразовательное учреждение № 21,"Согдийская область, Спитаменский район, джамоат Куруш, село Хаштияк",40.189076,69.257468,,Общеобразовательная школа,,
47866923308,Среднее общеобразовательное учреждение № 6,"Согдийская область, Спитаменский район, джамоат Куруш, поселок Куркат",40.136539,69.250994,,Общеобразовательная школа,,
150246001499,Современная школа,"Ташкентская область, Бекабад, Сырдарьинская улица, 27",40.20821,69.280286,+998 90 954 92 15,Частная школа,,
188291798817,Ноудоу,"Согдийская область, Спитаменский район, посёлок городского типа Навкат, улица Э. Юсупова",40.152011,69.375434,,Общеобразовательная школа,"пн-сб 08:00–17:00, перерыв 12:15–13:00",
182669614366,Среднее общеобразовательное учреждение № 23,"Согдийская область, Спитаменский район, джамоат Куруш, поселок Куркат",40.135035,69.257017,,Общеобразовательная школа,,
203844350302,Школа № 48,"Согдийская область, Канибадамский район, джамоат имени Раджаба Хамробоева, село Сомониён",40.23401,70.345878,,Общеобразовательная школа,пн-сб 08:00–18:00,
98871984367,Среднее общеобразовательное учреждение № 40,"Согдийская область, Джаббар-Расуловский район, село Гулакандоз",40.138453,69.463002,,Общеобразовательная школа,,
102279679184,Школа № 76,"Согдийская область, посёлок городского типа Гафуров, улица Ленина, 2",40.227688,69.729635,,Общеобразовательная школа,,
201918648705,Среднее общеобразовательное учреждение № 3 имени У. Ниёзматов,"Согдийская область, район Деваштич, джамоат Яхтан, село Лолазор",40.068885,69.225727,,Общеобразовательная школа,,
4988043933,Средняя школа № 14,"Ташкентская область, Янгиюль, Sharshara ko'chasi",40.211735,69.2714,,Общеобразовательная школа,,
189771111935,Школа № 46,"Согдийская область, Исфаринский район, джамоат Хонобод, село Хонобод",40.19508,70.590733,,Общеобразовательная школа,,
149797502267,Гимназия при БатГУ,"Баткенская область, город Сулюкта",39.935612,69.569518,+996 505 98 38 99,Гимназия,"пн-пт 08:30–18:00, перерыв 12:00–13:00",
44860369600,Школа № 49,"Согдийская область, Исфаринский район, село Чорку",39.974737,70.563535,,Общеобразовательная школа,,
120923404043,Среднее общеобразовательное учреждение № 19,"Согдийская область, Спитаменский район, джамоат Истиклол, село Саидкала, улица Хамид Олимджан",40.172009,69.370054,,Общеобразовательная школа,,
11517844770,Школа-интернат,"Согдийская область, Бустон, квартал Галаба",40.22575,69.686607,,Школа-интернат,,
23807140797,Среднее общеобразовательное учреждение № 63,"Согдийская область, Исфаринский район, село Сомониён",40.10685,70.55392,+7 (995) 025-06-13,Общеобразовательная школа,,
11625824179,Среднее общеобразовательное учреждение № 21,"Согдийская область, Гафуровский район, село Шохиён",40.205139,69.642649,,Общеобразовательная школа,,
31984350430,Школа № 13,"Согдийская область, Спитаменский район, село Янгиабад",40.118307,69.402316,,Общеобразовательная школа,,
80437058326,Среднее общеобразовательное учреждение № 24,"Согдийская область, Спитаменский район, джамоат Тагояк, село Озариён",40.107381,69.359685,,Общеобразовательная школа,,
72512127172,Акрам,"Согдийская область, Спитаменский район, джамоат Истиклол, село Саидкала",40.172057,69.378764,,Частная школа,,
13282244877,Школа 4,"Согдийская область, Зафарабадский район, поселок СМУ",40.186451,69.297592,,Общеобразовательная школа,,
42624065691,Среднее общеобразовательное учреждение № 15,"Согдийская область, Спитаменский район, джамоат Куруш, поселок Куркат",40.138125,69.261864,,Общеобразовательная школа,,
154621238960,Среднее общеобразовательное учреждение № 3,"Согдийская область, Исфаринский район, посёлок Шураб",40.045227,70.542477,,Общеобразовательная школа,,
37377499094,Среднее общеобразовательное учреждение № 64,"Согдийская область, Исфаринский район, село Кок-Таш",39.951053,70.51648,,Общеобразовательная школа,,
25938357543,Среднее общеобразовательное учреждение № 8,"Согдийская область, Спитаменский район, джамоат Тагояк, село Лангар",40.057211,69.318898,,Общеобразовательная школа,,
219793571049,Школа № 28,"Согдийская область, Исфаринский район, село Чорку, Улица Гузар",39.978112,70.571259,,Общеобразовательная школа,,
15657872545,Инновационная школа-лицей имени Бободжона Холмуродова,"Согдийская область, Спитаменский район, посёлок городского типа Навкат, Заводская улица",40.166153,69.359356,,Лицей,,
164562763839,Средняя образовательная школа № 47,"Согдийская область, Исфаринский район, село Чоркух, улица Лангар, 1",39.976399,70.583141,,Общеобразовательная школа,,
89627095992,Общеобразовательная школа,"Баткенский район, село Самаркандык",40.003151,70.549523,,Общеобразовательная школа,,
99379497517,Школа № 3,"Согдийская область, Исфаринский район, село Чорку",39.968852,70.560787,,Общеобразовательная школа,пн-сб 07:00–17:00,
203047779032,Спецшкола-интернат для глухонемых детей,"Согдийская область, Гафуровский район, село Хистеварз",40.192756,69.832052,,Школа-интернат,,
124307428709,Средняя школа № 59,"Баткенская область, село Тамдык",39.842383,70.563753,,Общеобразовательная школа,,
191992308344,Гимназия № 1,"Баткенская область, Лейлекский район, город Раззаков",39.834154,69.521374,,Гимназия,,
225924146634,Школа № 17,"Согдийская область, Спитаменский район, посёлок городского типа Навкат",40.171251,69.352766,,Общеобразовательная школа,пн-сб 08:00–17:00,
241372738951,Среднее общеобразовательное учреждение № 23,"Согдийская область, район Деваштич, джамоат Муджун, село Нуробод",39.812469,69.209419,,"Общеобразовательная школа, Начальная школа",,
2765150005,Дурахнашдагон,"Согдийская область, Гафуровский район, село Хистеварз",40.194416,69.795481,,Частная школа,,
36872202555,Общеобразовательная школа,"Баткенский район, село Ак-Татыр",39.959315,70.494094,,Общеобразовательная школа,,
207818258886,Профессиональный лицей № 31,"Баткенская область, Лейлекский район, село Ак-Арык, улица Жапара Абдиева",40.089315,69.570017,,Лицей,,
187100544806,Школа-интернат № 40,"Согдийская область, Канибадамский район, джамоат Лохути",40.236499,70.013734,,Школа-интернат,,
231727451870,Самаркандекская Школа-Гимназия-Интернат Им. Сагын Кожобаевой,"Баткенский район, село Самаркандык",40.003399,70.536941,+996 776 61 11 08,Школа-интернат,пн-сб 08:00–17:00,
216241204150,Лицей № 3,"Согдийская область, Исфаринский район, джамоат Ворух, село Ворух",39.84816,70.580679,,Лицей,,
236177781499,ОСШ № 232,"Согдийская область, район Деваштич, джамоат Муджун, село Нуробод",39.813634,69.210881,,Общеобразовательная школа,,
161904083290,Лицей № 48,"Баткенская область, Лейлекский район, город Раззаков",39.83588,69.527799,,Лицей,,
165164231415,Школа им Уч-Дөбө атындагы орто мектеби,"Баткенский район, село Уч-Дебе",39.951152,70.488395,,Школа-интернат,,
162694103559,Лицей № 1,"Согдийская область, Спитаменский район, посёлок городского типа Навкат",40.145903,69.351922,,Лицей,,
141444999577,Ntm,"Oʻzbekiston, Toshkent viloyati, Bekobod, 65-mavze,1",40.221342,69.262112,"+998 338 06 96 96, +998 90 394 01 04, +998 90 934 63 42",Школа-интернат,"ежедневно, 08:00–20:00",
49493942486,Школа №20,"Баткенская область, Кадамжайский район, Айдаркен, улица Курманжан Датки, 22",39.938242,71.340021,+996 772 12 84 59,Общеобразовательная школа,пн-пт 08:30–18:25,
41310683543,Международная школа Контакт,"Согдийская область, Исфара",40.112305,70.611003,+992 40 414 14 14,Общеобразовательная школа,пн-сб 07:00–18:00,
7305785383,Средняя Школа Им. Ж. Боконбаева,"Баткен, улица Жолдошбай Момунов, 16",40.057636,70.818461,+996 770 30 33 30,Общеобразовательная школа,пн-пт 08:00–18:00,
5953912301,Среднее общеобразовательное учреждение № 1 имени А.С. Пушкина,"Согдийская область, Исфара, улица Маркази",40.123615,70.618039,,Общеобразовательная школа,,
